"Time","Length","Info"
"5.214522","1434","Application Data [TCP segment of a reassembled PDU]"
"5.214522","1434","Application Data [TCP segment of a reassembled PDU]"
"5.214524","1434","Application Data [TCP segment of a reassembled PDU]"
"5.214524","1434","Application Data [TCP segment of a reassembled PDU]"
"5.214525","1434","Application Data [TCP segment of a reassembled PDU]"
"5.214525","1434","Application Data [TCP segment of a reassembled PDU]"
"5.244195","1434","Application Data [TCP segment of a reassembled PDU]"
"5.244196","1434","Application Data [TCP segment of a reassembled PDU]"
"5.244196","1434","Application Data [TCP segment of a reassembled PDU]"
"5.244198","1434","443  >  51603 [ACK] Seq=335552 Ack=7709 Win=46592 Len=1380 [TCP segment of a reassembled PDU]"
"5.244199","1434","Application Data [TCP segment of a reassembled PDU]"
"5.244200","1434","Application Data [TCP segment of a reassembled PDU]"
"5.244201","1434","Application Data [TCP segment of a reassembled PDU]"
"5.244202","1434","Application Data [TCP segment of a reassembled PDU]"
"5.244202","1434","Application Data [TCP segment of a reassembled PDU]"
"5.244203","1434","Application Data [TCP segment of a reassembled PDU]"
"5.244206","1434","Application Data [TCP segment of a reassembled PDU]"
"5.244207","1434","Application Data [TCP segment of a reassembled PDU]"
"5.244208","1434","Application Data [TCP segment of a reassembled PDU]"
"5.244209","1434","443  >  51603 [ACK] Seq=349352 Ack=7709 Win=46592 Len=1380 [TCP segment of a reassembled PDU]"
"5.244209","1434","Application Data [TCP segment of a reassembled PDU]"
"5.244210","1434","Application Data [TCP segment of a reassembled PDU]"
"5.244210","1434","Application Data [TCP segment of a reassembled PDU]"
"5.244211","1434","Application Data [TCP segment of a reassembled PDU]"
"5.244211","1434","Application Data [TCP segment of a reassembled PDU]"
"5.244212","1434","Application Data [TCP segment of a reassembled PDU]"
"5.244214","1434","Application Data [TCP segment of a reassembled PDU]"
"5.244214","1434","Application Data [TCP segment of a reassembled PDU]"
"5.244215","1434","Application Data [TCP segment of a reassembled PDU]"
"5.244216","1434","Application Data [TCP segment of a reassembled PDU]"
"5.244217","1434","443  >  51603 [ACK] Seq=364532 Ack=7709 Win=46592 Len=1380 [TCP segment of a reassembled PDU]"
"5.244757","1434","Application Data [TCP segment of a reassembled PDU]"
"5.246403","1434","Application Data [TCP segment of a reassembled PDU]"
"5.248337","529","Application Data, Application Data"
"5.577134","89","Application Data"
"5.652573","89","Application Data"
"5.694077","1291","Application Data"
"5.704687","1294","Application Data"
"5.704690","1294","Application Data"
"5.704692","1294","Application Data"
"5.704700","1434","Application Data"
"5.704702","1154","Application Data"
"5.704705","1434","Application Data"
"5.704707","1434","Application Data [TCP segment of a reassembled PDU]"
"5.704709","1434","Application Data [TCP segment of a reassembled PDU]"
"5.704711","1434","Application Data [TCP segment of a reassembled PDU]"
"5.704714","1434","Application Data [TCP segment of a reassembled PDU]"
"5.704717","1434","Application Data [TCP segment of a reassembled PDU]"
"5.704719","1434","Application Data [TCP segment of a reassembled PDU]"
"5.704721","1434","Application Data [TCP segment of a reassembled PDU]"
"5.704727","1434","Application Data, Application Data"
"5.704730","1434","Application Data [TCP segment of a reassembled PDU]"
"5.704732","1434","Application Data [TCP segment of a reassembled PDU]"
